     r      z          rho        v_phi  sigma_phi    sigma_r    sigma_z
0.0069 0.0030    2733.4040 5.324905e+01  58.557800  63.947571  64.718967
0.0070 0.0030    2682.5770 5.328684e+01  58.532862  63.881656  64.660723
0.0071 0.0030    2632.6610 5.332277e+01  58.510791  63.818686  64.606061
0.0072 0.0030    2583.6510 5.335489e+01  58.493387  63.759261  64.555296
0.0073 0.0030    2535.5420 5.338597e+01  58.477593  63.702519  64.504720
0.0074 0.0030    2488.3280 5.341367e+01  58.465798  63.649272  64.460233
0.0075 0.0030    2442.0010 5.343998e+01  58.456859  63.598737  64.418373
0.0076 0.0030    2396.5530 5.346426e+01  58.451040  63.551424  64.379404
0.0077 0.0030    2351.9760 5.348598e+01  58.447269  63.506822  64.345000
0.0078 0.0030    2308.2590 5.350673e+01  58.446942  63.464462  64.311971
0.0079 0.0030    2265.3920 5.352560e+01  58.448299  63.425235  64.281950
0.0080 0.0030    2223.3640 5.354270e+01  58.452259  63.387819  64.254153
0.0081 0.0030    2182.1640 5.355812e+01  58.458928  63.353499  64.228113
0.0082 0.0030    2141.7790 5.357225e+01  58.467687  63.321569  64.208220
0.0083 0.0030    2102.1990 5.358502e+01  58.478526  63.292148  64.188107
0.0084 0.0030    2063.4100 5.359696e+01  58.490903  63.265397  64.168649
0.0085 0.0030    2025.4000 5.360759e+01  58.505257  63.240530  64.151667
0.0086 0.0030    1988.1560 5.361728e+01  58.521404  63.217122  64.136104
0.0087 0.0030    1951.6650 5.362570e+01  58.539266  63.196279  64.124917
0.0088 0.0030    1915.9140 5.363275e+01  58.558832  63.178178  64.117313
0.0089 0.0030    1880.8910 5.363913e+01  58.580558  63.161053  64.104374
0.0090 0.0030    1846.5810 5.364479e+01  58.603226  63.146284  64.097852
0.0091 0.0030    1812.9720 5.364924e+01  58.628869  63.133547  64.098763
0.0092 0.0030    1780.0510 5.365421e+01  58.653619  63.122691  64.094272
0.0093 0.0030    1747.8050 5.365826e+01  58.680833  63.114131  64.088378
0.0094 0.0030    1716.2200 5.366129e+01  58.709250  63.106619  64.089167
0.0095 0.0030    1685.2830 5.366452e+01  58.738224  63.100478  64.088512
0.0096 0.0030       0.0000 5.366610e+01  58.769211  63.096215  64.091472
0.0097 0.0030       0.0000 5.366709e+01  58.802082  63.094008  64.098740
0.0098 0.0030       0.0000 5.366857e+01  58.834870  63.093296  64.103318
0.0099 0.0030       0.0000 5.367009e+01  58.867884  63.093790  64.113326
0.0100 0.0030       0.0000 5.366972e+01  58.903650  63.096335  64.124830
0.0000 0.0031    4022.3210 3.599933e-06  54.293113  54.292759  59.093487
0.0001 0.0031    4026.4750 2.166532e+00  79.023908  78.703452  87.782236
0.0002 0.0031    4038.8480 4.445487e+00  79.136139  78.568638  87.338124
0.0003 0.0031    4059.1720 6.779014e+00  79.113453  78.356922  86.841652
0.0004 0.0031    4087.0110 9.128919e+00  78.973505  78.108000  86.313716
0.0005 0.0031    4121.7670 1.146891e+01  78.740664  77.832888  85.758321
0.0006 0.0031    4162.6940 1.376894e+01  78.427200  77.543747  85.189836
0.0007 0.0031    4208.9230 1.601371e+01  78.038969  77.244502  84.610819
0.0008 0.0031    4259.4770 1.818589e+01  77.586489  76.933338  84.029251
0.0009 0.0031    4313.3060 2.027586e+01  77.085712  76.616452  83.419764
0.0010 0.0031    4369.3070 2.227674e+01  76.538491  76.295304  82.815439
0.0011 0.0031    4426.3640 2.418255e+01  75.958527  75.969647  82.205088
0.0012 0.0031    4483.3710 2.598956e+01  75.351716  75.641657  81.594287
0.0013 0.0031    4539.2640 2.770104e+01  74.728389  75.313735  80.985272
0.0014 0.0031    4593.0470 2.931611e+01  74.092702  74.983941  80.377857
0.0015 0.0031    4643.8130 3.083731e+01  73.451399  74.654824  79.777481
0.0016 0.0031    4690.7590 3.226757e+01  72.812068  74.327266  79.192817
0.0017 0.0031    4733.2010 3.361149e+01  72.177195  74.001312  78.613433
0.0018 0.0031    4770.5770 3.487379e+01  71.551304  73.677240  78.042994
0.0019 0.0031    4802.4510 3.605425e+01  70.934152  73.359581  77.487670
0.0020 0.0031    4828.5080 3.716143e+01  70.330263  73.042503  76.942233
0.0021 0.0031    4848.5490 3.819819e+01  69.741815  72.730458  76.413402
0.0022 0.0031    4862.4800 3.916714e+01  69.169534  72.422332  75.897335
0.0023 0.0031    4870.3020 4.007492e+01  68.616132  72.118603  75.397968
0.0024 0.0031    4872.1010 4.092642e+01  68.082784  71.821299  74.906475
0.0025 0.0031    4868.0280 4.172012e+01  67.567995  71.527281  74.441807
0.0026 0.0031    4858.2960 4.246367e+01  67.072793  71.239156  73.988347
0.0027 0.0031    4843.1630 4.315983e+01  66.595993  70.956388  73.547780
0.0028 0.0031    4822.9250 4.381016e+01  66.140545  70.680206  73.126004
0.0029 0.0031    4797.9010 4.442001e+01  65.704170  70.409275  72.713221
0.0030 0.0031    4768.4280 4.499169e+01  65.285850  70.144852  72.313477
0.0031 0.0031    4734.8500 4.552532e+01  64.887057  69.886947  71.938958
0.0032 0.0031    4697.5150 4.602591e+01  64.507640  69.633421  71.568529
0.0033 0.0031    4656.7640 4.649508e+01  64.144419  69.386093  71.218168
0.0034 0.0031    4612.9320 4.693448e+01  63.800114  69.147914  70.885540
0.0035 0.0031    4566.3400 4.734766e+01  63.470659  68.913712  70.558814
0.0036 0.0031    4517.2960 4.773318e+01  63.160762  68.686246  70.250960
0.0037 0.0031    4466.0900 4.809585e+01  62.863670  68.465398  69.954356
0.0038 0.0031    4412.9990 4.843496e+01  62.583486  68.250683  69.664806
0.0039 0.0031    4358.2770 4.875403e+01  62.317045  68.041595  69.390669
0.0040 0.0031    4302.1620 4.905516e+01  62.063960  67.838191  69.126941
0.0041 0.0031    4244.8760 4.933522e+01  61.825670  67.640983  68.875937
0.0042 0.0031    4186.6220 4.959905e+01  61.599595  67.449780  68.635036
0.0043 0.0031    4127.5850 4.984598e+01  61.385783  67.263945  68.403250
0.0044 0.0031    4067.9380 5.007977e+01  61.183030  67.084223  68.181823
0.0045 0.0031    4007.8340 5.029785e+01  60.992481  66.910258  67.970080
0.0046 0.0031    3947.4170 5.050264e+01  60.812341  66.741820  67.769681
0.0047 0.0031    3886.8130 5.069511e+01  60.641809  66.579264  67.577940
0.0048 0.0031    3826.1400 5.087938e+01  60.481217  66.419894  67.368222
0.0049 0.0031    3765.5020 5.104768e+01  60.331229  66.265518  67.212266
0.0050 0.0031    3704.9930 5.120742e+01  60.190021  66.118093  67.044093
0.0051 0.0031    3644.6990 5.135803e+01  60.056221  65.974296  66.883218
0.0052 0.0031    3584.6950 5.149924e+01  59.931195  65.836148  66.731503
0.0053 0.0031    3525.0490 5.163264e+01  59.813346  65.702972  66.580666
0.0054 0.0031    3465.8220 5.175743e+01  59.702597  65.573940  66.438257
0.0055 0.0031    3407.0680 5.187450e+01  59.599422  65.449687  66.303758
0.0056 0.0031    3348.8350 5.198538e+01  59.502317  65.328995  66.172459
0.0057 0.0031    3291.1680 5.208786e+01  59.413265  65.213809  66.051232
0.0058 0.0031    3234.1080 5.218524e+01  59.329109  65.103053  65.938910
0.0059 0.0031    3177.6900 5.227627e+01  59.251393  64.996113  65.824817
0.0060 0.0031    3121.9460 5.236167e+01  59.179239  64.893345  65.718983
0.0061 0.0031    3066.9020 5.244074e+01  59.113582  64.794400  65.616277
0.0062 0.0031    3012.5820 5.251628e+01  59.050611  64.699365  65.519608
0.0063 0.0031    2959.0060 5.258550e+01  58.993585  64.607862  65.424824
0.0064 0.0031    2906.1890 5.265162e+01  58.942241  64.520516  65.344056
0.0065 0.0031    2854.1460 5.271255e+01  58.895409  64.436396  65.261126
0.0066 0.0031    2802.8880 5.276982e+01  58.852202  64.355311  65.182325
0.0067 0.0031    2752.4240 5.282327e+01  58.813670  64.277852  65.108658
0.0068 0.0031    2702.7600 5.287484e+01  58.777965  64.201932  65.033540
0.0069 0.0031    2653.9010 5.291978e+01  58.747828  64.133314  64.973296
0.0070 0.0031    2605.8490 5.296299e+01  58.720301  64.066367  64.913764
0.0071 0.0031    2558.6060 5.300335e+01  58.696171  64.002417  64.855756
0.0072 0.0031    2512.1710 5.304192e+01  58.675546  63.941068  64.799272
0.0073 0.0031    2466.5420 5.307649e+01  58.659171  63.883720  64.751884
0.0074 0.0031    2421.7160 5.310939e+01  58.645476  63.829362  64.702851
0.0075 0.0031    2377.6900 5.314012e+01  58.634468  63.777688  64.660458
0.0076 0.0031    2334.4580 5.316892e+01  58.625593  63.728943  64.619273
0.0077 0.0031    2292.0140 5.319536e+01  58.620614  63.682848  64.579363
0.0078 0.0031    2250.3510 5.321974e+01  58.618001  63.639317  64.543729
0.0079 0.0031    2209.4630 5.324310e+01  58.617432  63.598046  64.509964
0.0080 0.0031    2169.3400 5.326486e+01  58.618905  63.559712  64.475691
0.0081 0.0031    2129.9750 5.328452e+01  58.623468  63.523577  64.449197
0.0082 0.0031    2091.3570 5.330295e+01  58.630616  63.490322  64.426026
0.0083 0.0031    2053.4790 5.332012e+01  58.639745  63.459947  64.404759
0.0084 0.0031    2016.3290 5.333589e+01  58.650194  63.431672  64.381555
0.0085 0.0031    1979.8970 5.334997e+01  58.662774  63.405120  64.362768
0.0086 0.0031    1944.1740 5.336312e+01  58.677341  63.380802  64.347800
0.0087 0.0031    1909.1480 5.337538e+01  58.693754  63.358453  64.334112
0.0088 0.0031    1874.8080 5.338658e+01  58.711143  63.338563  64.320902
0.0089 0.0031    1841.1430 5.339719e+01  58.730472  63.320554  64.309332
0.0090 0.0031    1808.1430 5.340624e+01  58.751728  63.304086  64.299743
0.0091 0.0031    1775.7960 5.341456e+01  58.774652  63.289801  64.291901
0.0092 0.0031    1744.0910 5.342191e+01  58.798971  63.277238  64.286655
0.0093 0.0031    1713.0160 5.342915e+01  58.823645  63.266715  64.281577
0.0094 0.0031    1682.5600 5.343539e+01  58.850365  63.258033  64.283191
0.0095 0.0031    1652.7120 5.344114e+01  58.878380  63.251123  64.283467
0.0096 0.0031       0.0000 5.344603e+01  58.907524  63.245721  64.283971
0.0097 0.0031       0.0000 5.345022e+01  58.937959  63.241465  64.284903
0.0098 0.0031       0.0000 5.345424e+01  58.969570  63.239433  64.289841
0.0099 0.0031       0.0000 5.345822e+01  59.001926  63.239096  64.295606
0.0100 0.0031       0.0000 5.346179e+01  59.035178  63.239998  64.301785
0.0000 0.0032    3751.9760 0.000000e+00  54.068663  54.068086  58.768583
0.0001 0.0032    3755.7100 2.120770e+00  78.931614  78.624618  87.748378
0.0002 0.0032    3766.8350 4.350122e+00  79.027813  78.484309  87.300836
0.0003 0.0032    3785.1230 6.633278e+00  78.996446  78.280036  86.822426
0.0004 0.0032    3810.2020 8.932138e+00  78.859175  78.034018  86.311161
0.0005 0.0032    3841.5600 1.121986e+01  78.629074  77.767259  85.775729
0.0006 0.0032    3878.5620 1.347372e+01  78.320251  77.485994  85.222853
0.0007 0.0032    3920.4610 1.567203e+01  77.942852  77.191157  84.658819
0.0008 0.0032    3966.4200 1.780324e+01  77.502811  76.888694  84.088687
0.0009 0.0032    4015.5320 1.985335e+01  77.014086  76.578444  83.508530
0.0010 0.0032    4066.8470 2.181932e+01  76.482821  76.263818  82.917957
0.0011 0.0032    4119.3910 2.369292e+01  75.919938  75.947813  82.329560
0.0012 0.0032    4172.1970 2.547303e+01  75.331876  75.628775  81.737128
0.0013 0.0032    4224.3280 2.716001e+01  74.728057  75.309078  81.148040
0.0014 0.0032    4274.8940 2.875601e+01  74.110465  74.988452  80.561607
0.0015 0.0032    4323.0790 3.026037e+01  73.488834  74.668323  79.977449
0.0016 0.0032    4368.1480 3.167638e+01  72.867323  74.351385  79.407797
0.0017 0.0032    4409.4640 3.300892e+01  72.248429  74.036043  78.843538
0.0018 0.0032    4446.4910 3.425987e+01  71.635250  73.721560  78.289924
0.0019 0.0032    4478.8000 3.543449e+01  71.034401  73.411146  77.747599
0.0020 0.0032    4506.0640 3.653587e+01  70.445271  73.103609  77.215697
0.0021 0.0032    4528.0580 3.757078e+01  69.869801  72.800704  76.692818
0.0022 0.0032    4544.6500 3.853964e+01  69.310308  72.501483  76.189215
0.0023 0.0032    4555.7930 3.944855e+01  68.770419  72.206931  75.704613
0.0024 0.0032    4561.5170 4.029967e+01  68.246085  71.916373  75.224563
0.0025 0.0032    4561.9150 4.109651e+01  67.741577  71.631351  74.763103
0.0026 0.0032    4557.1400 4.184394e+01  67.254764  71.350583  74.315524
0.0027 0.0032    4547.3880 4.254392e+01  66.786817  71.076018  73.878957
0.0028 0.0032    4532.8940 4.319878e+01  66.338814  70.806561  73.462160
0.0029 0.0032    4513.9190 4.381433e+01  65.907899  70.541813  73.059444
0.0030 0.0032    4490.7440 4.439145e+01  65.495949  70.283945  72.668044
0.0031 0.0032    4463.6620 4.493302e+01  65.101426  70.030977  72.285998
0.0032 0.0032    4432.9690 4.543990e+01  64.725451  69.784151  71.924392
0.0033 0.0032    4398.9660 4.591603e+01  64.367676  69.543072  71.576375
0.0034 0.0032    4361.9450 4.636309e+01  64.026387  69.307846  71.240187
0.0035 0.0032    4322.1930 4.678442e+01  63.698799  69.078283  70.911259
0.0036 0.0032    4279.9860 4.717748e+01  63.392061  68.855399  70.606030
0.0037 0.0032    4235.5890 4.754819e+01  63.097449  68.637695  70.302931
0.0038 0.0032    4189.2530 4.789576e+01  62.817915  68.426601  70.016734
0.0039 0.0032    4141.2120 4.822289e+01  62.552970  68.220384  69.743276
0.0040 0.0032    4091.6880 4.852985e+01  62.301475  68.020097  69.479818
0.0041 0.0032    4040.8880 4.881912e+01  62.062637  67.826023  69.225919
0.0042 0.0032    3989.0020 4.909060e+01  61.836240  67.636034  68.982253
0.0043 0.0032    3936.2080 4.934695e+01  61.620776  67.452977  68.748820
0.0044 0.0032    3882.6680 4.958694e+01  61.418700  67.276291  68.525191
0.0045 0.0032    3828.5320 4.981355e+01  61.227326  67.103114  68.310669
0.0046 0.0032    3773.9370 5.002596e+01  61.046686  66.935377  68.107064
0.0047 0.0032    3719.0090 5.022647e+01  60.874922  66.773466  67.909567
0.0048 0.0032    3663.8600 5.041478e+01  60.714753  66.614954  67.724099
0.0049 0.0032    3608.5950 5.059515e+01  60.561842  66.463204  67.521167
0.0050 0.0032    3553.3080 5.076186e+01  60.418935  66.315722  67.348969
0.0051 0.0032    3498.0850 5.091773e+01  60.284773  66.172726  67.204255
0.0052 0.0032    3443.0010 5.106619e+01  60.157704  66.034248  67.047692
0.0053 0.0032    3388.1270 5.120774e+01  60.037657  65.900526  66.888989
0.0054 0.0032    3333.5250 5.133802e+01  59.926309  65.772440  66.748932
0.0055 0.0032    3279.2520 5.146202e+01  59.821500  65.648308  66.609392
0.0056 0.0032    3225.3580 5.157825e+01  59.723938  65.528189  66.481957
0.0057 0.0032    3171.8940 5.168906e+01  59.631130  65.410908  66.352544
0.0058 0.0032    3118.9010 5.179167e+01  59.545953  65.300836  66.234415
0.0059 0.0032    3066.4170 5.188791e+01  59.466473  65.193428  66.121244
0.0060 0.0032    3014.4770 5.197906e+01  59.392361  65.089583  66.016578
0.0061 0.0032    2963.1110 5.206550e+01  59.323128  64.989873  65.908938
0.0062 0.0032    2912.3450 5.214586e+01  59.259914  64.894064  65.808164
0.0063 0.0032    2862.2020 5.222272e+01  59.199490  64.801959  65.709824
0.0064 0.0032    2812.7020 5.229302e+01  59.146631  64.713392  65.622802
0.0065 0.0032    2763.8610 5.235977e+01  59.096994  64.628171  65.536350
0.0066 0.0032    2715.6940 5.242291e+01  59.052273  64.545604  65.453475
0.0067 0.0032    2668.2140 5.248100e+01  59.011385  64.467719  65.378730
0.0068 0.0032    2621.4290 5.253572e+01  58.974445  64.392862  65.308187
0.0069 0.0032    2575.3480 5.258765e+01  58.941324  64.320957  65.237559
0.0070 0.0032    2529.9760 5.263636e+01  58.911655  64.252915  65.172219
0.0071 0.0032    2485.3180 5.268159e+01  58.886203  64.187533  65.109624
0.0072 0.0032    2441.3760 5.272419e+01  58.863681  64.125743  65.054362
0.0073 0.0032    2398.1510 5.276421e+01  58.844452  64.066552  64.999142
0.0074 0.0032    2355.6440 5.280189e+01  58.828638  64.010940  64.950715
0.0075 0.0032    2313.8540 5.283744e+01  58.815432  63.958504  64.903735
0.0076 0.0032    2272.7770 5.287023e+01  58.805339  63.908497  64.860040
0.0077 0.0032    2232.4110 5.290174e+01  58.797573  63.861038  64.817903
0.0078 0.0032    2192.7520 5.293104e+01  58.792255  63.816079  64.779171
0.0079 0.0032    2153.7950 5.295811e+01  58.790417  63.773925  64.742919
0.0080 0.0032    2115.5340 5.298361e+01  58.790750  63.734081  64.708759
0.0081 0.0032    2077.9640 5.300792e+01  58.792877  63.696225  64.675582
0.0082 0.0032    2041.0770 5.303039e+01  58.797368  63.662153  64.647558
0.0083 0.0032    2004.8660 5.305082e+01  58.805264  63.630029  64.624043
0.0084 0.0032    1969.3240 5.307080e+01  58.813437  63.600527  64.599721
0.0085 0.0032    1934.4430 5.308838e+01  58.824339  63.572404  64.581228
0.0086 0.0032    1900.2140 5.310615e+01  58.836399  63.546303  64.559102
0.0087 0.0032    1866.6280 5.312206e+01  58.850781  63.523173  64.541809
0.0088 0.0032    1833.6780 5.313696e+01  58.866569  63.501977  64.526493
0.0089 0.0032    1801.3520 5.315032e+01  58.884584  63.482353  64.517080
0.0090 0.0032    1769.6440 5.316360e+01  58.903857  63.464835  64.504778
0.0091 0.0032    1738.5420 5.317548e+01  58.924614  63.449273  64.495928
0.0092 0.0032    1708.0370 5.318664e+01  58.946700  63.435035  64.490295
0.0093 0.0032    1678.1200 5.319673e+01  58.970115  63.422836  64.481205
0.0094 0.0032    1648.7810 5.320626e+01  58.995320  63.412663  64.477929
0.0095 0.0032       0.0000 5.321510e+01  59.021507  63.404167  64.473189
0.0096 0.0032       0.0000 5.322344e+01  59.048964  63.397069  64.470869
0.0097 0.0032       0.0000 5.323112e+01  59.077501  63.392201  64.471133
0.0098 0.0032       0.0000 5.323821e+01  59.107283  63.388512  64.474662
0.0099 0.0032       0.0000 5.324470e+01  59.138022  63.386319  64.476193
0.0100 0.0032       0.0000 5.325131e+01  59.169691  63.385899  64.478237
0.0000 0.0033    3505.2810 5.818825e-07  53.856332  53.855799  58.461133
0.0001 0.0033    3508.6510 2.077052e+00  78.852500  78.560702  87.720782
0.0002 0.0033    3518.6970 4.258964e+00  78.935906  78.418823  87.281109
0.0003 0.0033    3535.2220 6.493223e+00  78.897869  78.217009  86.818443
0.0004 0.0033    3557.9060 8.744142e+00  78.760050  77.978077  86.319567
0.0005 0.0033    3586.3080 1.098336e+01  78.533928  77.717462  85.799532
0.0006 0.0033    3619.8800 1.319059e+01  78.232005  77.439716  85.265968
0.0007 0.0033    3657.9800 1.534644e+01  77.861701  77.150895  84.714829
0.0008 0.0033    3699.8830 1.743619e+01  77.434828  76.855965  84.167694
0.0009 0.0033    3744.8030 1.944912e+01  76.960011  76.554680  83.602035
0.0010 0.0033    3791.9130 2.138201e+01  76.445159  76.247828  83.029405
0.0011 0.0033    3840.3650 2.322494e+01  75.899076  75.940607  82.459940
0.0012 0.0033    3889.3070 2.497848e+01  75.328015  75.630056  81.889317
0.0013 0.0033    3937.9100 2.664069e+01  74.741538  75.319337  81.318026
0.0014 0.0033    3985.3830 2.821567e+01  74.142751  75.007632  80.748514
0.0015 0.0033    4030.9880 2.970244e+01  73.538140  74.696662  80.186482
0.0016 0.0033    4074.0580 3.110517e+01  72.932178  74.388530  79.626508
0.0017 0.0033    4114.0010 3.242515e+01  72.329303  74.077164  79.078517
0.0018 0.0033    4150.3130 3.366904e+01  71.732284  73.771681  78.539213
0.0019 0.0033    4182.5770 3.483494e+01  71.146810  73.469045  78.008846
0.0020 0.0033    4210.4670 3.593173e+01  70.571311  73.172404  77.491394
0.0021 0.0033    4233.7410 3.696146e+01  70.009691  72.878032  76.986780
0.0022 0.0033    4252.2430 3.792905e+01  69.462781  72.587063  76.490345
0.0023 0.0033    4265.8910 3.883575e+01  68.932288  72.301681  76.009055
0.0024 0.0033    4274.6720 3.968680e+01  68.418061  72.017537  75.543232
