field,RAdeg,DEdeg,GLON,GLAT,sigma18,sigma21,N18,N21
BLG667.06,263.524,-26.407,0.789,3.505,61.2,928.8,9965,151242
BLG667.07,263.352,-26.407,0.705,3.634,50.6,721.8,8239,117535
BLG667.08,264.545,-26.086,1.553,2.905,39.6,493.0,6451,80315
BLG667.09,264.373,-26.086,1.47,3.035,56.3,711.7,9169,115915
BLG667.10,264.202,-26.086,1.388,3.165,60.3,791.7,9823,128976
BLG667.11,264.03,-26.086,1.305,3.295,52.9,690.9,8615,112527
BLG667.12,263.859,-26.086,1.222,3.425,46.0,563.8,7493,91849
BLG667.13,263.687,-26.086,1.139,3.555,39.6,496.4,6452,80888
BLG667.14,263.516,-26.086,1.056,3.685,36.0,443.4,5866,72252
BLG667.15,263.344,-26.086,0.972,3.814,13.0,163.4,2118,26632
BLG667.16,263.173,-26.086,0.889,3.944,20.3,246.5,3307,40167
BLG667.17,264.545,-25.787,1.806,3.064,20.9,270.2,3408,44059
BLG667.18,264.373,-25.787,1.724,3.195,28.8,359.5,4694,58594
BLG667.19,264.202,-25.787,1.641,3.325,41.8,492.3,6812,80238
BLG667.20,264.03,-25.787,1.558,3.456,47.4,611.9,7725,99732
BLG667.21,263.859,-25.787,1.475,3.586,40.9,521.9,6666,85063
BLG667.22,263.687,-25.787,1.391,3.716,9.3,119.4,1516,19465
BLG667.23,263.516,-25.787,1.308,3.846,3.7,58.6,603,9555
BLG667.24,263.344,-25.787,1.224,3.976,10.4,129.2,1696,21073
BLG667.25,263.173,-25.787,1.14,4.106,19.2,227.9,3131,37171
BLG667.26,264.381,-25.465,2.0,3.36,31.4,385.0,5122,62809
BLG667.27,264.21,-25.465,1.917,3.491,23.7,285.5,3866,46576
BLG667.28,264.038,-25.465,1.834,3.622,17.2,200.7,2804,32726
BLG667.29,263.867,-25.465,1.75,3.753,12.9,155.0,2104,25281
BLG667.30,263.695,-25.465,1.667,3.883,11.5,142.2,1875,23193
BLG667.31,263.524,-25.465,1.583,4.014,4.8,70.2,783,11452
BLG667.32,263.352,-25.465,1.499,4.144,4.7,69.9,766,11400
BLG668.01,263.031,-32.163,-4.279,0.735,28.1,186.3,4624,30658
BLG668.02,262.85,-32.163,-4.363,0.863,29.9,217.8,4920,35841
BLG668.03,262.669,-32.163,-4.447,0.992,35.9,289.3,5907,47608
BLG668.04,262.488,-32.163,-4.531,1.12,30.7,246.0,5052,40482
BLG668.05,262.306,-32.163,-4.616,1.248,20.2,190.2,3324,31299
BLG668.06,262.125,-32.163,-4.701,1.376,24.7,238.9,4064,39314
BLG668.07,261.944,-32.163,-4.786,1.503,5.9,74.9,970,12325
BLG668.08,263.204,-31.841,-3.929,0.788,28.1,215.1,4625,35405
BLG668.09,263.023,-31.841,-4.013,0.917,28.3,210.1,4657,34574
BLG668.10,262.842,-31.841,-4.098,1.045,34.1,242.6,5610,39913
BLG668.11,262.66,-31.841,-4.182,1.174,29.8,244.9,4902,40291
BLG668.12,262.479,-31.841,-4.267,1.303,31.8,293.0,5231,48205
BLG668.13,262.298,-31.841,-4.352,1.431,55.2,505.1,9081,83092
BLG668.14,262.117,-31.841,-4.437,1.559,60.7,533.1,9986,87707
BLG668.15,261.935,-31.841,-4.523,1.688,24.8,239.5,4080,39403
BLG668.16,261.754,-31.841,-4.608,1.816,10.8,113.6,1776,18685
BLG668.17,263.204,-31.542,-3.679,0.951,17.4,144.8,2864,23840
BLG668.18,263.023,-31.542,-3.763,1.08,33.9,284.5,5578,46818
BLG668.19,262.842,-31.542,-3.848,1.209,32.3,283.3,5315,46620
BLG668.20,262.66,-31.542,-3.932,1.339,40.9,335.2,6729,55148
BLG668.21,262.479,-31.542,-4.017,1.468,58.8,573.6,9674,94370
BLG668.22,262.298,-31.542,-4.103,1.596,91.7,993.9,15086,163520
BLG668.23,262.117,-31.542,-4.188,1.725,74.5,796.4,12257,131026
BLG668.24,261.935,-31.542,-4.274,1.854,40.0,358.4,6579,58951
BLG668.25,261.754,-31.542,-4.36,1.982,27.1,277.4,4457,45627
BLG668.26,263.031,-31.221,-3.49,1.25,42.8,399.2,7046,65725
BLG668.27,262.85,-31.221,-3.575,1.38,70.1,643.3,11538,105888
BLG668.28,262.669,-31.221,-3.66,1.509,66.4,588.6,10926,96861
BLG668.29,262.488,-31.221,-3.745,1.639,54.9,484.0,9034,79648
BLG668.30,262.306,-31.221,-3.831,1.768,68.9,727.1,11335,119625
BLG668.31,262.125,-31.221,-3.916,1.897,52.3,521.7,8602,85811
BLG668.32,261.944,-31.221,-4.002,2.026,31.0,288.1,5099,47396
BLG670.01,264.047,-34.624,-5.886,-1.313,58.3,520.2,9520,84949
BLG670.02,263.86,-34.624,-5.969,-1.184,59.6,511.3,9732,83495
BLG670.03,263.674,-34.624,-6.052,-1.055,48.5,397.2,7920,64863
BLG670.04,263.487,-34.624,-6.135,-0.926,36.7,325.9,5994,53232
BLG670.05,263.301,-34.624,-6.218,-0.797,29.6,251.0,4834,40998
BLG670.06,263.115,-34.624,-6.302,-0.668,14.3,132.9,2336,21713
BLG670.07,262.928,-34.624,-6.386,-0.54,7.0,53.9,1143,8806
BLG670.08,264.224,-34.302,-5.536,-1.263,68.3,605.7,11155,98933
BLG670.09,264.038,-34.302,-5.619,-1.134,55.1,467.0,9006,76333
BLG670.10,263.852,-34.302,-5.702,-1.004,84.3,790.6,13772,129174
BLG670.11,263.665,-34.302,-5.785,-0.874,66.1,531.8,10799,86884
BLG670.12,263.479,-34.302,-5.869,-0.745,44.4,382.4,7253,62475
BLG670.13,263.292,-34.302,-5.952,-0.616,31.3,276.3,5113,45141
BLG670.14,263.106,-34.302,-6.036,-0.487,26.4,212.3,4313,34685
BLG670.15,262.92,-34.302,-6.121,-0.358,17.0,149.5,2778,24436
BLG670.16,262.733,-34.302,-6.205,-0.229,14.8,122.7,2419,20060
BLG670.17,264.224,-34.003,-5.284,-1.103,50.6,430.8,8272,70432
BLG670.18,264.038,-34.003,-5.367,-0.972,52.5,429.5,8579,70186
BLG670.19,263.852,-34.003,-5.45,-0.842,40.0,312.2,6541,51054
BLG670.20,263.665,-34.003,-5.534,-0.712,27.2,206.6,4446,33777
BLG670.21,263.479,-34.003,-5.618,-0.583,25.3,187.3,4137,30629
BLG670.22,263.292,-34.003,-5.702,-0.453,25.1,177.3,4103,28987
BLG670.23,263.106,-34.003,-5.786,-0.323,27.1,242.1,4431,39591
BLG670.24,262.92,-34.003,-5.87,-0.194,26.8,227.4,4382,37187
BLG670.25,262.733,-34.003,-5.955,-0.065,23.3,184.1,3810,30098
BLG670.26,264.047,-33.682,-5.092,-0.805,35.4,297.0,5790,48579
BLG670.27,263.86,-33.682,-5.176,-0.675,34.4,249.7,5628,40852
BLG670.28,263.674,-33.682,-5.26,-0.544,37.7,322.0,6165,52657
BLG670.29,263.487,-33.682,-5.344,-0.414,51.4,462.0,8409,75586
BLG670.30,263.301,-33.682,-5.428,-0.284,40.0,360.6,6542,58982
BLG670.31,263.115,-33.682,-5.513,-0.154,20.5,162.7,3355,26631
BLG670.32,262.928,-33.682,-5.598,-0.024,21.3,126.2,3484,20647
BLG672.01,263.835,-37.088,-8.055,-2.496,59.8,723.5,10178,123144
BLG672.02,263.643,-37.088,-8.138,-2.367,64.5,774.2,10978,131774
BLG672.03,263.45,-37.088,-8.221,-2.238,68.3,522.3,11619,88857
BLG672.04,263.258,-37.088,-8.304,-2.109,46.1,471.2,7842,80164
BLG672.05,263.066,-37.088,-8.388,-1.981,36.8,350.5,6262,59643
BLG672.06,262.874,-37.088,-8.472,-1.852,29.0,262.2,4934,44618
BLG672.07,262.682,-37.088,-8.556,-1.724,32.2,234.2,5478,39843
BLG672.08,264.018,-36.766,-7.705,-2.446,57.1,715.9,9721,121879
BLG672.09,263.826,-36.766,-7.788,-2.316,66.0,819.0,11236,139431
BLG672.10,263.634,-36.766,-7.871,-2.187,64.8,780.8,11026,132866
BLG672.11,263.442,-36.766,-7.955,-2.058,56.9,609.1,9680,103624
BLG672.12,263.249,-36.766,-8.039,-1.928,60.6,666.0,10309,113304
BLG672.13,263.057,-36.766,-8.123,-1.799,53.5,523.1,9103,89014
BLG672.14,262.865,-36.766,-8.207,-1.67,31.3,281.4,5326,47884
BLG672.15,262.673,-36.766,-8.291,-1.542,23.9,201.4,4069,34295
BLG672.16,262.481,-36.766,-8.376,-1.413,12.4,79.2,2111,13486
BLG672.17,264.018,-36.467,-7.453,-2.285,55.1,605.1,9384,103064
BLG672.18,263.826,-36.467,-7.536,-2.155,57.0,622.6,9708,106044
BLG672.19,263.634,-36.467,-7.62,-2.025,60.2,658.1,10246,112012
BLG672.20,263.442,-36.467,-7.703,-1.895,51.5,524.5,8765,89273
BLG672.21,263.249,-36.467,-7.787,-1.765,45.2,454.5,7693,77358
BLG672.22,263.057,-36.467,-7.872,-1.636,48.3,452.4,8220,77001
BLG672.23,262.865,-36.467,-7.956,-1.507,29.2,250.9,4971,42714
BLG672.24,262.673,-36.467,-8.041,-1.377,15.1,106.8,2571,18190
BLG672.25,262.481,-36.467,-8.126,-1.248,9.9,60.9,1686,10364
BLG672.26,263.835,-36.146,-7.261,-1.988,66.1,692.2,11263,117954
BLG672.27,263.643,-36.146,-7.345,-1.857,57.5,599.2,9798,102106
BLG672.28,263.45,-36.146,-7.429,-1.727,51.0,515.5,8686,87803
BLG672.29,263.258,-36.146,-7.514,-1.597,39.1,365.2,6659,62203
BLG672.30,263.066,-36.146,-7.599,-1.466,30.9,278.8,5263,47486
BLG672.31,262.874,-36.146,-7.683,-1.337,17.6,121.0,2998,20614
BLG672.32,262.682,-36.146,-7.769,-1.207,10.8,67.2,1840,11453
BLG675.01,265.763,-27.856,0.625,1.047,56.5,628.7,9119,101481
BLG675.02,265.589,-27.856,0.544,1.177,55.2,659.8,8907,106475
BLG675.03,265.415,-27.856,0.463,1.308,85.8,923.0,13842,148914
BLG675.04,265.242,-27.856,0.382,1.438,119.2,1214.6,19231,195959
BLG675.05,265.068,-27.856,0.301,1.569,105.3,1086.0,16984,175169
BLG675.06,264.894,-27.856,0.219,1.699,123.2,1359.1,19867,219167
BLG675.07,264.721,-27.856,0.137,1.829,140.8,2074.8,22705,334580
BLG675.08,265.928,-27.534,0.976,1.091,79.5,866.0,12844,139917
BLG675.09,265.755,-27.534,0.895,1.222,98.0,964.4,15826,155742
BLG675.10,265.581,-27.534,0.814,1.353,110.1,1055.7,17780,170487
BLG675.11,265.407,-27.534,0.733,1.484,121.4,1214.2,19595,195988
BLG675.12,265.234,-27.534,0.651,1.614,119.3,1235.7,19252,199411
BLG675.13,265.06,-27.534,0.57,1.745,110.7,1183.7,17864,191019
BLG675.14,264.886,-27.534,0.488,1.876,132.3,1907.6,21344,307764
BLG675.15,264.712,-27.534,0.406,2.006,135.8,2043.2,21909,329649
BLG675.16,264.539,-27.534,0.323,2.136,104.7,1257.5,16895,202926
BLG675.17,265.928,-27.235,1.231,1.247,72.0,789.6,11641,127665
BLG675.18,265.755,-27.235,1.149,1.379,75.9,795.8,12265,128606
BLG675.19,265.581,-27.235,1.068,1.51,77.2,804.9,12478,130108
BLG675.20,265.407,-27.235,0.987,1.642,81.7,864.8,13193,139656
BLG675.21,265.234,-27.235,0.905,1.773,100.2,1081.9,16185,174757
BLG675.22,265.06,-27.235,0.823,1.904,115.8,1316.3,18704,212619
BLG675.23,264.886,-27.235,0.741,2.035,124.0,1882.1,20024,303938
BLG675.24,264.712,-27.235,0.659,2.165,115.9,1456.8,18716,235257
BLG675.25,264.539,-27.235,0.577,2.296,93.9,1167.7,15160,188525
BLG675.26,265.763,-26.914,1.427,1.542,76.4,797.0,12361,128953
BLG675.27,265.589,-26.914,1.345,1.673,38.5,447.9,6224,72417
BLG675.28,265.415,-26.914,1.264,1.805,27.5,326.9,4445,52841
BLG675.29,265.242,-26.914,1.182,1.937,62.8,695.9,10151,112488
BLG675.30,265.068,-26.914,1.1,2.068,77.1,866.7,12459,140063
BLG675.31,264.894,-26.914,1.018,2.199,81.6,951.5,13183,153730
BLG675.32,264.721,-26.914,0.935,2.33,88.2,1015.7,14253,164141
BLG676.01,265.731,-29.086,-0.436,0.423,10.9,75.3,1827,12622
BLG676.02,265.556,-29.086,-0.517,0.554,11.1,80.3,1860,13461
BLG676.03,265.38,-29.086,-0.598,0.684,11.2,84.3,1877,14135
BLG676.04,265.204,-29.086,-0.679,0.815,13.7,132.3,2297,22183
BLG676.05,265.028,-29.086,-0.761,0.945,23.9,311.1,4008,52175
BLG676.06,264.853,-29.086,-0.843,1.075,46.1,560.3,7733,93992
BLG676.07,264.677,-29.086,-0.924,1.205,86.9,952.1,14577,159726
BLG676.08,265.899,-28.765,-0.086,0.468,12.6,93.0,2112,15593
BLG676.09,265.723,-28.765,-0.167,0.599,11.3,81.8,1894,13712
BLG676.10,265.547,-28.765,-0.248,0.73,19.2,206.2,3218,34566
BLG676.11,265.372,-28.765,-0.329,0.86,31.6,392.2,5297,65746
BLG676.12,265.196,-28.765,-0.411,0.991,43.8,507.1,7342,85007
BLG676.13,265.02,-28.765,-0.492,1.122,44.3,511.7,7428,85799
BLG676.14,264.845,-28.765,-0.574,1.252,61.6,684.7,10328,114807
BLG676.15,264.669,-28.765,-0.656,1.382,128.2,1514.9,21500,254069
BLG676.16,264.493,-28.765,-0.739,1.513,136.5,1633.8,22892,274002
BLG676.17,265.899,-28.466,0.169,0.624,21.5,230.4,3606,38650
BLG676.18,265.723,-28.466,0.088,0.756,23.1,232.2,3873,38934
BLG676.19,265.547,-28.466,0.006,0.887,59.8,578.4,10029,97005
BLG676.20,265.372,-28.466,-0.075,1.018,93.1,967.4,15606,162161
BLG676.21,265.196,-28.466,-0.157,1.149,92.3,963.6,15476,161571
BLG676.22,265.02,-28.466,-0.239,1.28,87.5,832.6,14671,139606
BLG676.23,264.845,-28.466,-0.321,1.411,120.4,1258.2,20192,211017
BLG676.24,264.669,-28.466,-0.403,1.542,150.2,1730.7,25184,290186
BLG676.25,264.493,-28.466,-0.486,1.673,128.4,1568.5,21534,263067
BLG676.26,265.731,-28.144,0.365,0.919,62.5,681.8,10487,114401
BLG676.27,265.556,-28.144,0.283,1.051,85.2,830.6,14292,139336
BLG676.28,265.38,-28.144,0.202,1.182,134.1,1429.2,22490,239705
BLG676.29,265.204,-28.144,0.12,1.314,121.7,1380.7,20410,231554
BLG676.30,265.028,-28.144,0.038,1.445,147.1,1596.3,24670,267730
BLG676.31,264.853,-28.144,-0.045,1.576,194.0,2133.3,32536,357784
BLG676.32,264.677,-28.144,-0.127,1.707,174.3,3050.6,29225,511500
BLG677.01,265.688,-30.317,-1.503,-0.192,8.6,57.3,1445,9628
BLG677.02,265.51,-30.317,-1.584,-0.061,7.5,52.3,1260,8798
BLG677.03,265.332,-30.317,-1.665,0.069,7.4,53.3,1243,8968
BLG677.04,265.154,-30.317,-1.746,0.199,10.1,77.8,1698,13084
BLG677.05,264.976,-30.317,-1.828,0.329,10.6,88.7,1783,14916
BLG677.06,264.799,-30.317,-1.909,0.459,11.3,97.3,1901,16376
BLG677.07,264.621,-30.317,-1.991,0.589,12.9,116.7,2172,19641
BLG677.08,265.857,-29.995,-1.152,-0.147,10.0,58.5,1679,9825
BLG677.09,265.679,-29.995,-1.233,-0.016,7.8,43.9,1310,7374
BLG677.10,265.502,-29.995,-1.314,0.114,10.4,70.8,1747,11896
BLG677.11,265.324,-29.995,-1.396,0.245,14.0,100.1,2353,16827
BLG677.12,265.146,-29.995,-1.477,0.376,19.8,194.7,3330,32746
BLG677.13,264.968,-29.995,-1.559,0.506,20.7,268.4,3482,45160
BLG677.14,264.79,-29.995,-1.641,0.637,19.8,253.2,3332,42623
BLG677.15,264.612,-29.995,-1.723,0.767,26.7,317.3,4494,53415
BLG677.16,264.435,-29.995,-1.806,0.897,31.0,357.8,5221,60253
BLG677.17,265.857,-29.696,-0.898,0.01,7.5,42.8,1260,7183
BLG677.18,265.679,-29.696,-0.979,0.141,9.4,51.0,1579,8577
BLG677.19,265.502,-29.696,-1.06,0.272,9.9,58.0,1663,9756
BLG677.20,265.324,-29.696,-1.142,0.403,12.2,76.7,2050,12893
BLG677.21,265.146,-29.696,-1.224,0.534,16.0,145.5,2690,24471
BLG677.22,264.968,-29.696,-1.306,0.665,18.9,278.4,3179,46825
BLG677.23,264.79,-29.696,-1.388,0.796,25.3,329.2,4258,55406
BLG677.24,264.612,-29.696,-1.47,0.927,50.2,564.2,8452,95010
BLG677.25,264.435,-29.696,-1.553,1.057,64.8,773.6,10913,130300
BLG677.26,265.688,-29.375,-0.702,0.304,8.7,51.5,1462,8657
BLG677.27,265.51,-29.375,-0.783,0.436,9.2,49.6,1546,8340
BLG677.28,265.332,-29.375,-0.865,0.567,9.8,57.2,1648,9614
BLG677.29,265.154,-29.375,-0.947,0.699,11.3,91.4,1901,15379
BLG677.30,264.976,-29.375,-1.03,0.83,13.5,183.9,2272,30951
BLG677.31,264.799,-29.375,-1.112,0.961,30.4,376.9,5118,63463
BLG677.32,264.621,-29.375,-1.195,1.092,32.4,386.9,5455,65147
BLG680.01,265.356,-37.7,-7.93,-3.845,48.3,747.0,7952,122979
BLG680.02,265.162,-37.7,-8.011,-3.715,45.3,697.8,7456,114851
BLG680.03,264.969,-37.7,-8.092,-3.585,39.2,573.1,6452,94333
BLG680.04,264.775,-37.7,-8.173,-3.455,43.2,476.2,7107,78346
BLG680.05,264.581,-37.7,-8.255,-3.325,49.0,696.3,8061,114566
BLG680.06,264.388,-37.7,-8.337,-3.195,51.2,730.2,8423,120143
BLG680.07,264.194,-37.7,-8.419,-3.066,49.8,714.1,8189,117438
BLG680.08,265.541,-37.379,-7.579,-3.801,49.0,779.8,8067,128387
BLG680.09,265.347,-37.379,-7.66,-3.67,46.8,701.9,7705,115562
BLG680.10,265.153,-37.379,-7.741,-3.539,48.2,728.0,7933,119838
BLG680.11,264.96,-37.379,-7.822,-3.408,47.1,681.8,7750,112199
BLG680.12,264.766,-37.379,-7.904,-3.278,51.9,789.2,8538,129834
BLG680.13,264.572,-37.379,-7.986,-3.148,46.5,668.8,7648,110006
BLG680.14,264.379,-37.379,-8.068,-3.017,43.9,570.3,7219,93791
BLG680.15,264.185,-37.379,-8.151,-2.887,40.3,458.8,6628,75457
BLG680.16,263.991,-37.379,-8.234,-2.757,38.6,372.8,6346,61290
BLG680.17,265.541,-37.08,-7.323,-3.644,63.9,920.0,10523,151506
BLG680.18,265.347,-37.08,-7.405,-3.513,58.7,909.5,9662,149713
BLG680.19,265.153,-37.08,-7.486,-3.381,51.8,761.5,8524,125314
BLG680.20,264.96,-37.08,-7.568,-3.25,58.2,869.7,9577,143120
BLG680.21,264.766,-37.08,-7.65,-3.119,55.6,821.5,9149,135196
BLG680.22,264.572,-37.08,-7.733,-2.988,41.7,535.5,6858,88072
BLG680.23,264.379,-37.08,-7.815,-2.857,39.7,476.4,6528,78341
BLG680.24,264.185,-37.08,-7.898,-2.727,44.8,554.1,7365,91097
BLG680.25,263.991,-37.08,-7.981,-2.597,59.6,800.4,9798,131582
BLG680.26,265.356,-36.758,-7.127,-3.35,44.7,669.1,7359,110170
BLG680.27,265.162,-36.758,-7.209,-3.218,45.6,542.1,7505,89230
BLG680.28,264.969,-36.758,-7.291,-3.086,48.4,684.0,7966,112595
BLG680.29,264.775,-36.758,-7.374,-2.954,48.5,654.7,7979,107713
BLG680.30,264.581,-36.758,-7.456,-2.823,52.7,728.8,8668,119867
BLG680.31,264.388,-36.758,-7.539,-2.692,51.5,667.9,8468,109832
BLG680.32,264.194,-36.758,-7.623,-2.561,54.0,691.8,8877,113736
BLG683.01,267.175,-26.01,2.857,0.932,11.5,142.4,1818,22520
BLG683.02,267.004,-26.01,2.778,1.064,21.1,250.3,3340,39622
BLG683.03,266.833,-26.01,2.698,1.195,48.9,544.4,7746,86241
BLG683.04,266.663,-26.01,2.619,1.326,103.6,1052.3,16419,166780
BLG683.05,266.492,-26.01,2.539,1.458,129.3,1662.1,20497,263483
BLG683.06,266.321,-26.01,2.459,1.589,123.4,1745.1,19571,276773
BLG683.07,266.15,-26.01,2.379,1.72,105.3,1378.2,16709,218694
BLG683.08,267.338,-25.688,3.208,0.972,11.4,143.1,1796,22553
BLG683.09,267.167,-25.688,3.129,1.104,12.6,172.9,1987,27277
BLG683.10,266.996,-25.688,3.049,1.236,20.7,255.2,3268,40299
BLG683.11,266.825,-25.688,2.97,1.368,56.4,614.6,8912,97125
BLG683.12,266.655,-25.688,2.89,1.499,123.9,1710.8,19594,270544
BLG683.13,266.484,-25.688,2.81,1.631,116.9,1681.4,18491,265975
BLG683.14,266.313,-25.688,2.73,1.763,99.3,1406.4,15715,222574
BLG683.15,266.142,-25.688,2.649,1.894,89.6,1243.1,14183,196777
BLG683.16,265.971,-25.688,2.569,2.025,103.2,1518.0,16351,240533
BLG683.17,267.338,-25.389,3.465,1.126,18.2,221.3,2868,34879
BLG683.18,267.167,-25.389,3.385,1.258,18.7,232.8,2947,36700
BLG683.19,266.996,-25.389,3.305,1.39,30.3,361.5,4779,57016
BLG683.20,266.825,-25.389,3.226,1.522,34.8,409.8,5488,64634
BLG683.21,266.655,-25.389,3.146,1.655,75.9,835.9,11976,131903
BLG683.22,266.484,-25.389,3.065,1.787,82.7,941.6,13065,148762
BLG683.23,266.313,-25.389,2.985,1.918,92.6,1346.4,14636,212826
BLG683.24,266.142,-25.389,2.904,2.05,75.4,831.3,11918,131398
BLG683.25,265.971,-25.389,2.824,2.182,77.2,1203.2,12211,190319
BLG683.26,267.175,-25.068,3.664,1.417,37.1,396.6,5867,62721
BLG683.27,267.004,-25.068,3.585,1.55,39.5,411.0,6245,64982
BLG683.28,266.833,-25.068,3.504,1.683,39.9,428.8,6311,67829
BLG683.29,266.663,-25.068,3.424,1.815,57.4,626.0,9084,99070
BLG683.30,266.492,-25.068,3.344,1.947,80.2,937.8,12695,148450
BLG683.31,266.321,-25.068,3.263,2.08,80.6,980.0,12764,155206
BLG683.32,266.15,-25.068,3.182,2.212,86.2,1327.3,13655,210268
BLG714.01,265.612,-25.778,2.323,2.254,101.0,1653.1,16095,263444
BLG714.02,265.441,-25.778,2.242,2.384,98.6,1615.0,15709,257311
BLG714.03,265.271,-25.778,2.161,2.515,92.6,1511.6,14753,240837
BLG714.04,265.1,-25.778,2.079,2.645,81.4,1021.4,12969,162735
BLG714.05,264.929,-25.778,1.998,2.776,65.3,716.1,10401,114066
BLG714.06,264.759,-25.778,1.916,2.906,40.0,432.2,6369,68827
BLG714.07,264.588,-25.778,1.834,3.036,24.8,303.8,3950,48391
BLG714.08,265.775,-25.457,2.673,2.298,83.1,1305.9,13259,208364
BLG714.09,265.604,-25.457,2.592,2.429,93.5,1536.2,14907,244941
BLG714.10,265.433,-25.457,2.511,2.56,95.1,1576.4,15162,251342
BLG714.11,265.263,-25.457,2.43,2.691,97.3,1700.2,15513,271081
BLG714.12,265.092,-25.457,2.348,2.821,86.4,1499.8,13772,239063
BLG714.13,264.921,-25.457,2.267,2.952,71.8,1133.7,11445,180714
BLG714.14,264.751,-25.457,2.185,3.083,53.6,616.0,8541,98168
BLG714.15,264.58,-25.457,2.103,3.213,25.6,308.9,4078,49215
BLG714.16,264.41,-25.457,2.021,3.343,31.1,369.3,4956,58853
BLG714.17,265.775,-25.157,2.928,2.454,76.2,1210.5,12163,193226
BLG714.18,265.604,-25.157,2.847,2.586,95.0,1642.3,15165,262171
BLG714.19,265.433,-25.157,2.766,2.717,93.2,1679.7,14877,268133
BLG714.20,265.263,-25.157,2.684,2.848,85.2,1505.6,13590,240168
BLG714.21,265.092,-25.157,2.603,2.98,76.5,1308.1,12203,208656
BLG714.22,264.921,-25.157,2.521,3.111,59.7,766.8,9520,122287
BLG714.23,264.751,-25.157,2.439,3.242,55.2,705.3,8805,112507
BLG714.24,264.58,-25.157,2.356,3.372,36.6,440.5,5835,70233
BLG714.25,264.41,-25.157,2.274,3.503,38.9,561.8,6202,89565
BLG714.26,265.612,-24.836,3.125,2.749,91.7,1618.0,14645,258399
BLG714.27,265.441,-24.836,3.043,2.88,92.8,1717.7,14820,274330
BLG714.28,265.271,-24.836,2.962,3.012,84.9,1517.8,13549,242230
BLG714.29,265.1,-24.836,2.88,3.143,62.9,842.4,10040,134473
BLG714.30,264.929,-24.836,2.798,3.275,66.4,1093.5,10596,174522
BLG714.31,264.759,-24.836,2.715,3.406,70.6,1360.6,11267,217142
BLG714.32,264.588,-24.836,2.633,3.537,72.9,1367.9,11628,218203
BLG715.01,264.259,-25.163,2.197,3.615,41.6,576.5,6870,95211
BLG715.02,264.09,-25.163,2.114,3.745,44.3,607.1,7316,100265
BLG715.03,263.92,-25.163,2.032,3.875,38.4,489.3,6346,80867
BLG715.04,263.75,-25.163,1.949,4.004,27.2,323.8,4495,53515
BLG715.05,263.58,-25.163,1.866,4.134,28.3,340.9,4678,56354
BLG715.06,263.41,-25.163,1.783,4.263,30.8,405.3,5091,67000
BLG715.07,263.241,-25.163,1.7,4.392,29.5,377.2,4880,62399
BLG715.08,264.421,-24.841,2.548,3.663,68.9,1177.6,11381,194531
BLG715.09,264.251,-24.841,2.465,3.793,61.2,978.4,10109,161624
BLG715.10,264.082,-24.841,2.383,3.923,56.1,912.1,9267,150672
BLG715.11,263.912,-24.841,2.3,4.053,44.8,654.1,7400,108052
BLG715.12,263.742,-24.841,2.217,4.183,43.2,645.9,7138,106723
BLG715.13,263.572,-24.841,2.134,4.313,44.0,579.9,7271,95841
BLG715.14,263.403,-24.841,2.05,4.443,35.6,502.8,5885,83118
BLG715.15,263.233,-24.841,1.967,4.572,30.7,387.0,5076,63990
BLG715.16,263.063,-24.841,1.883,4.702,30.5,416.5,5045,68900
BLG715.17,264.421,-24.542,2.801,3.822,73.0,1443.2,12064,238519
BLG715.18,264.251,-24.542,2.719,3.953,59.8,967.2,9883,159850
BLG715.19,264.082,-24.542,2.636,4.083,49.4,788.9,8164,130382
BLG715.20,263.912,-24.542,2.553,4.214,42.2,610.0,6974,100815
BLG715.21,263.742,-24.542,2.47,4.344,23.8,284.7,3932,47041
BLG715.22,263.572,-24.542,2.386,4.474,30.6,403.4,5056,66654
BLG715.23,263.403,-24.542,2.303,4.604,37.2,555.8,6151,91901
BLG715.24,263.233,-24.542,2.219,4.734,30.9,443.2,5109,73283
BLG715.25,263.063,-24.542,2.135,4.864,36.9,595.7,6105,98568
BLG715.26,264.259,-24.221,2.995,4.118,50.1,783.8,8285,129631
BLG715.27,264.09,-24.221,2.912,4.249,50.8,890.7,8401,147311
BLG715.28,263.92,-24.221,2.829,4.38,49.4,857.8,8168,141837
BLG715.29,263.75,-24.221,2.746,4.511,33.4,498.4,5521,82391
BLG715.30,263.58,-24.221,2.662,4.641,46.7,768.8,7720,127091
BLG715.31,263.41,-24.221,2.578,4.772,45.5,783.0,7523,129469
BLG715.32,263.241,-24.221,2.495,4.902,40.7,648.8,6732,107329
BLG717.01,272.628,-23.549,7.456,-2.135,27.2,310.8,4386,50122
BLG717.02,272.46,-23.549,7.382,-2.001,12.8,136.9,2064,22077
BLG717.03,272.293,-23.549,7.308,-1.866,38.3,433.5,6175,69892
BLG717.04,272.125,-23.549,7.234,-1.732,43.0,477.1,6931,76903
BLG717.05,271.957,-23.549,7.159,-1.597,47.2,495.4,7610,79872
BLG717.06,271.79,-23.549,7.084,-1.463,44.5,378.8,7174,61073
BLG717.07,271.622,-23.549,7.01,-1.329,43.3,314.3,6981,50674
BLG717.08,272.788,-23.227,7.809,-2.109,76.5,1027.5,12345,165822
BLG717.09,272.62,-23.227,7.735,-1.974,59.2,725.5,9551,117055
BLG717.10,272.453,-23.227,7.661,-1.839,50.7,548.7,8180,88530
BLG717.11,272.285,-23.227,7.586,-1.704,58.5,661.3,9436,106671
